sex,Final.IGF.1,body.weight,pctFat,fem.dens,fem.circ,D1Mit64,D1Mit236,D1Mit7,D1Mit386,D1Mit14,D1Mit540,D1Mit17,D2Mit365,D2Mit323,D2MIT206,D2Mit395,D2MIT285,D2MIT113,D3Mit60,D3MIT131,D3MIT178,D3Mit230,D3Mit57,D3Mit19,D3Mit258,D4MIT104,D4Mit111,D4Mit15,D4Mit170,D4Mit42,D5Mit146,D5Mit66,D5Mit200,D5MIT88,D5Mit95,D5Mit143,D6Mit86,D6Mit74,D6Mit14,D6Mit52,D7Mit75,D7Mit228,D7MIT93,D7MIT7,D7Mit332,D7Mit259,D8Mit124,D8Mit292,D8MIT75,D8Mit200,D8Mit92,D9Mit90,D9Mit1001,D9Mit253,D9Mit1006,D9Mit259,D9Mit12,D9Mit151,D10Mit77,D10Mit126,D10MIT96,D10Mit14,D11Mit2,D11Mit188,D11MIT30,D11Mit213,D11Mit214,D12Mit169,D12Mit60,D12Mit201,D12Mit5,D12MIT133,D13Mit16,D13Mit88,D13Mit125,D16Mit132,D13Mit35,D14Mit98,D14MIT60,D14Mit5,D14Mit68,D14Mit75,D15MIT80,D15MIT143,D15Mit67,D15Mit242,D16Mit60,D16Mit5,D16Mit189,D16Mit86,D17Mit164,D17MIT175,D17Mit20,D17Mit39,D17Mit76,D18Mit64,D18Mit147,D18Mit123,D18Mit9,D18Mit4,D19Mit68,D19Mit40,D19MIT88,D19MIT17,D19MIT108
0,8.4,14.74,22.8,0.488,3.977,-,-,-,-,-,H,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,H,-,-,H,B,-,-,-,-,-,-,-,-,-,H,-,-,A,A,-,A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,-,-,-,B,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,-,A,-,-,B,-,H,-,-
0,16.1,15.48,25.9,0.46,4.142,H,H,B,H,H,-,A,H,H,H,H,H,H,H,H,H,B,H,A,A,H,B,-,H,A,-,B,B,B,B,B,A,A,B,H,H,A,A,H,A,H,H,H,H,A,A,H,H,H,H,-,H,H,H,-,A,-,-,A,A,A,A,B,H,H,H,H,H,H,H,-,-,H,H,H,H,A,H,H,H,H,A,H,H,H,H,H,B,-,B,H,H,A,A,A,H,A,A,A,A
1,22.3,30.95,44.2,0.482,4.15,H,H,H,H,H,H,B,A,A,B,B,B,B,A,A,A,A,H,-,-,B,-,-,B,B,H,H,A,A,-,H,H,H,H,H,H,B,A,H,B,H,A,H,H,B,H,H,H,H,-,B,B,B,-,H,A,B,-,A,A,H,H,A,A,H,H,H,H,B,B,-,B,A,A,A,A,A,-,H,H,H,-,H,H,H,B,-,B,H,H,B,B,B,B,H,H,H,-,H,B
1,15.4,29.92,44.5,0.481,4.016,-,H,A,-,-,-,H,-,H,-,-,-,H,H,H,H,A,A,A,A,-,A,-,-,H,B,B,H,A,-,-,-,-,A,-,B,B,H,-,B,-,H,-,H,H,-,-,-,-,-,-,H,H,H,-,-,-,-,H,B,B,-,-,-,-,-,H,A,-,-,-,H,-,A,A,-,A,-,-,-,H,-,B,B,B,H,-,-,-,-,H,-,B,-,-,-,A,A,-,A
1,13.8,29.25,48.1,0.467,4.165,H,A,-,H,B,B,B,B,B,H,H,H,H,H,H,H,H,A,H,H,H,H,-,H,H,H,H,H,H,H,B,A,A,B,H,A,H,B,B,H,H,B,B,H,-,A,A,A,A,A,A,A,A,A,A,B,-,-,H,H,H,H,B,H,A,A,H,A,A,H,-,B,A,A,A,A,H,A,H,-,H,B,B,H,H,H,H,H,A,A,-,B,H,A,A,H,H,A,A,A
0,11.9,16.69,33.4,0.514,3.663,H,H,H,H,A,A,H,-,B,H,H,A,H,A,H,A,A,A,A,A,H,H,-,A,A,B,B,B,B,B,H,H,B,H,H,H,H,B,B,H,H,-,B,H,H,A,B,B,B,B,B,B,B,A,A,H,-,-,H,H,H,H,A,H,H,H,H,H,H,H,-,H,B,B,B,B,B,B,A,B,H,A,A,A,A,H,H,B,B,H,A,A,A,H,H,H,H,H,A,A
0,14,24.06,42.9,0.499,3.889,A,A,A,H,B,B,-,A,A,A,H,-,H,H,H,H,H,H,B,B,-,A,-,H,H,-,H,A,A,A,A,-,H,-,H,H,H,H,A,H,H,A,H,-,-,-,H,-,A,H,H,H,H,A,-,-,-,-,H,H,H,H,A,H,H,H,-,H,A,A,-,H,A,A,A,A,A,H,A,-,A,A,A,H,H,A,A,A,A,A,H,H,H,B,B,A,A,A,H,H
0,12.6,16.58,33.4,0.54,3.646,A,H,H,B,B,B,B,A,H,H,H,A,A,-,H,H,B,B,A,H,H,H,-,H,A,-,H,H,H,H,H,H,B,H,H,B,-,B,B,-,H,H,H,B,-,A,H,H,H,H,H,H,A,H,A,H,-,-,B,B,H,H,H,H,H,H,H,H,H,H,-,H,A,A,A,B,B,H,A,H,H,A,A,A,H,A,A,A,H,H,B,B,B,H,H,B,B,B,B,H
1,8.8,23.14,43.3,0.468,3.921,A,A,A,H,H,H,H,H,H,H,H,-,-,-,H,-,H,H,H,H,-,A,-,A,H,-,H,H,B,H,H,-,H,A,H,-,B,-,B,-,B,-,H,-,A,-,H,-,H,H,H,H,H,H,A,-,-,-,-,-,H,A,H,H,H,H,-,A,A,A,-,-,H,H,H,H,A,B,A,-,B,H,A,A,A,H,H,H,B,B,-,A,-,A,B,H,H,H,B,-
1,18.5,29.51,44.7,0.529,3.689,A,H,H,H,B,B,-,B,B,H,H,A,A,H,H,H,H,H,H,H,H,H,-,A,A,-,H,H,H,H,A,A,A,H,H,H,H,H,A,-,H,A,A,B,H,A,H,B,B,B,B,B,B,A,A,A,H,-,B,B,H,H,H,H,B,B,B,H,-,B,-,B,H,H,H,H,H,B,A,B,A,H,H,A,A,A,A,A,A,A,H,H,H,B,B,H,H,H,A,A
1,13.1,25.63,46.6,0.506,3.737,B,B,B,B,H,H,H,H,H,B,B,B,B,B,B,B,-,A,A,A,H,B,-,H,A,-,B,B,B,B,A,H,H,H,H,B,B,B,B,B,B,B,B,B,A,A,B,B,B,H,H,H,H,A,A,A,H,-,H,H,H,H,B,H,H,H,H,H,A,A,-,H,H,H,H,H,H,H,A,H,A,H,H,H,A,B,H,H,A,A,H,H,H,H,H,H,H,H,H,H
1,19.2,29.01,45.5,0.484,4.009,B,B,H,H,A,H,A,A,A,A,A,A,H,-,A,A,H,H,B,B,-,H,-,B,B,-,H,A,A,A,A,B,B,-,H,H,A,A,H,-,A,H,H,-,H,A,H,H,H,H,H,A,A,H,H,-,A,-,H,H,H,A,H,H,H,H,-,-,H,A,-,H,B,H,H,H,H,H,A,B,A,A,A,A,A,A,H,H,H,H,B,B,B,B,H,A,H,H,B,B
1,15.4,24.13,44.4,0.5,4.091,H,H,A,H,A,A,B,A,A,A,A,A,H,-,A,H,H,H,H,H,B,H,-,H,H,B,B,B,-,A,-,B,B,H,H,H,A,A,-,A,A,H,H,H,A,A,A,A,A,A,B,-,B,H,H,H,-,-,B,B,H,H,A,A,H,H,H,H,H,B,-,B,B,-,H,B,B,A,A,H,H,H,H,A,A,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H
0,6.5,18.31,37.6,0.507,3.914,H,H,A,-,A,A,-,A,A,H,-,H,A,H,H,H,A,A,A,A,B,B,-,-,H,H,-,B,B,B,A,H,-,B,B,H,H,H,H,H,A,B,B,B,A,A,H,H,H,H,H,B,H,H,H,H,A,-,H,H,H,B,H,H,A,-,H,B,H,A,-,H,H,H,H,H,-,B,B,B,A,H,B,B,B,A,A,A,A,A,B,-,H,B,H,H,H,B,B,B
0,11.4,18.52,37.6,0.551,4.041,-,H,H,H,-,-,-,-,A,H,B,-,-,A,A,-,H,H,A,A,-,H,-,B,B,H,H,H,H,-,-,B,H,B,H,H,H,H,H,A,B,H,-,-,A,-,-,-,B,B,B,H,-,H,B,-,-,-,H,H,H,H,H,H,H,H,-,A,-,A,-,H,H,B,B,B,B,B,B,-,A,H,B,H,H,-,A,A,-,H,H,H,H,H,H,A,A,A,H,H
0,13.7,19.5,38.6,0.494,3.782,B,B,B,B,H,A,A,H,H,A,A,-,A,B,B,H,H,H,H,H,-,H,-,H,H,H,B,B,B,H,H,-,H,H,H,H,H,H,A,H,H,H,H,-,H,-,H,-,-,H,-,H,H,B,-,-,-,-,A,H,H,H,H,H,H,H,-,H,B,B,-,H,B,H,A,A,A,B,-,B,H,H,A,A,A,H,H,H,H,H,H,H,B,B,B,H,-,A,A,H
0,9.4,18.44,42,0.516,3.828,H,A,A,H,A,A,-,B,H,H,H,H,H,B,B,H,A,A,A,A,H,H,-,H,H,-,H,H,H,H,H,H,H,B,H,A,A,B,-,B,B,H,H,H,A,A,A,A,A,A,A,A,A,A,A,H,-,-,A,A,A,A,H,H,H,H,H,B,B,B,-,H,H,B,B,B,H,B,B,B,H,A,A,A,B,H,H,H,H,A,H,H,H,B,B,A,A,A,A,A
0,10.4,21.04,45.9,0.496,3.929,H,A,A,H,H,H,A,H,H,H,H,H,H,H,H,-,A,H,B,H,-,H,-,H,H,H,H,-,B,B,H,B,B,H,H,H,A,H,A,A,A,-,H,-,H,A,H,H,H,H,H,H,B,A,A,-,-,-,H,H,A,A,H,H,H,H,-,A,H,H,-,H,H,A,H,A,A,A,A,A,B,A,A,A,A,H,H,H,A,A,H,H,H,B,B,A,A,A,A,A
1,9.6,18.23,36.8,0.491,3.686,A,A,H,H,H,H,-,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,-,B,B,B,H,H,H,A,H,B,B,H,H,H,B,H,H,H,H,B,B,H,-,A,H,H,H,H,H,H,A,A,A,A,-,-,H,B,B,A,H,H,H,H,H,B,B,H,-,H,A,A,A,A,H,A,A,A,B,A,A,H,H,H,B,B,B,B,A,A,H,A,A,H,H,B,B,B
1,10.4,21.98,41,0.504,3.803,A,A,A,H,H,H,B,H,H,H,H,B,B,H,H,H,H,H,H,H,B,H,-,H,H,H,H,H,H,H,H,A,A,A,A,B,H,H,H,-,A,H,H,A,B,A,A,A,A,B,B,B,B,H,H,A,H,-,B,B,B,H,B,H,H,H,H,B,B,H,-,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,A,A,H,H,B,B,B,H
1,7,21.63,48.4,0.487,3.527,A,A,A,H,A,H,A,H,H,H,B,B,H,B,B,B,B,B,H,H,A,A,-,A,A,B,B,B,H,H,H,H,H,H,H,A,H,A,A,-,A,H,H,B,B,A,B,B,B,B,B,B,B,A,A,H,B,-,H,H,A,A,B,B,A,A,A,A,A,A,-,H,H,A,A,A,A,H,B,B,A,H,A,A,A,H,H,H,H,H,H,H,A,H,H,B,B,B,B,B
0,6.5,9.8,-,0.512,3.119,A,H,H,H,A,A,-,A,A,A,A,H,B,-,H,H,-,A,B,A,H,H,H,H,H,H,H,H,H,B,B,-,A,A,A,H,H,H,A,-,H,B,B,B,-,H,B,B,B,B,B,B,B,A,B,H,B,H,H,H,A,B,H,H,H,H,B,H,A,A,A,H,B,H,H,H,H,A,A,A,A,A,A,A,A,H,-,B,B,B,H,H,A,A,A,B,B,B,A,H
0,10.9,18.54,32.4,0.529,3.946,H,B,B,B,H,H,-,-,H,H,H,A,A,-,H,H,-,H,H,B,H,H,B,B,H,H,H,A,A,H,B,-,H,H,B,A,B,B,B,-,H,H,A,A,-,B,A,A,A,A,A,A,A,H,B,H,H,H,H,H,B,A,H,H,B,B,B,A,A,H,H,H,A,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,H,H,H,H,H,B,B,B,B,B,H,A
0,12,16.1,31.7,0.513,4.031,H,H,B,B,B,B,-,H,A,H,H,H,A,-,A,A,-,A,B,A,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,B,B,B,B,-,B,A,A,A,-,H,B,B,B,B,H,H,H,A,H,H,H,B,H,H,H,H,A,A,A,A,H,H,H,H,B,B,A,H,H,H,B,H,H,H,A,A,A,A,A,H,H,B,B,B,H,H,H,H,H,B,B,H,H,H
0,9.1,16.25,30.8,0.509,3.515,H,H,H,A,H,H,-,A,A,A,H,H,H,-,A,A,-,A,B,A,B,H,H,H,B,H,H,H,H,B,B,-,H,B,B,H,H,H,H,A,B,A,A,A,-,H,H,H,H,H,H,H,H,B,A,B,B,B,B,B,B,H,B,B,H,H,H,B,H,A,A,A,H,H,H,A,H,H,A,H,A,B,H,H,H,H,H,H,B,H,H,H,H,A,A,H,H,H,H,B
0,14.2,18.01,34.4,0.546,3.585,B,B,B,B,H,H,-,B,B,B,B,B,H,-,H,H,-,B,A,B,H,H,H,H,B,A,A,A,A,H,B,-,H,H,H,A,A,H,H,A,B,H,H,B,-,H,B,B,B,H,H,H,A,A,B,A,H,B,B,B,B,A,B,B,B,B,B,-,H,H,A,H,A,A,A,A,H,B,A,A,A,B,H,A,A,B,-,B,B,B,A,A,A,H,B,H,A,A,B,H
1,10,22.61,37.2,-,-,B,B,B,B,B,B,H,H,H,B,B,B,H,H,H,H,H,H,H,H,H,H,-,H,H,B,B,B,H,H,H,B,B,-,B,B,H,B,A,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,H,H,-,A,A,A,B,H,H,H,H,H,B,B,H,-,H,B,B,B,B,B,H,B,B,A,A,A,H,H,A,A,A,H,H,B,B,B,B,B,H,H,H,H,H
1,12.6,25.46,42.8,-,-,B,B,B,H,H,A,A,A,A,A,A,-,H,A,A,A,A,A,A,A,-,B,-,A,A,A,H,H,H,A,B,-,A,-,H,-,B,-,-,H,B,H,H,-,H,-,A,-,A,A,A,A,A,A,A,-,-,-,H,H,H,H,A,H,B,B,-,H,H,B,-,H,A,H,H,H,A,H,H,-,H,A,A,B,B,A,A,A,A,A,-,B,B,B,B,A,A,A,A,H
1,8.6,25.3,38,0.52,4.04,H,A,A,H,A,H,H,B,H,H,H,-,B,H,H,H,H,H,B,B,-,B,-,B,B,H,A,A,H,A,B,B,H,-,H,B,B,B,A,H,H,H,H,-,H,-,H,-,H,H,H,H,B,H,H,-,-,-,B,H,H,H,A,A,H,H,-,B,B,H,-,-,H,H,H,H,H,H,B,H,H,B,H,H,H,H,H,H,A,A,H,H,B,B,B,-,A,A,A,A
0,11,21.37,38.7,0.516,3.986,H,-,A,H,H,H,-,A,A,H,H,H,H,A,A,H,H,H,A,H,-,H,-,H,H,-,H,H,H,A,B,-,H,-,-,B,B,B,H,-,H,H,H,-,-,A,H,H,H,H,H,H,H,B,B,-,H,-,H,H,H,H,H,H,H,H,-,H,H,H,-,H,-,B,-,H,H,H,H,-,A,A,H,H,-,A,A,H,H,H,-,H,-,H,A,H,H,H,-,-
0,11.4,18.59,37.8,0.486,3.613,H,H,H,H,A,A,A,A,A,A,A,H,H,B,B,B,H,H,H,H,B,B,-,H,A,B,B,B,H,A,H,H,B,B,B,H,H,H,H,H,A,-,H,H,A,A,B,B,B,B,H,H,A,-,A,H,H,-,H,H,H,H,H,H,H,H,A,-,H,H,-,B,H,H,H,H,H,H,B,B,A,A,A,A,A,B,B,B,B,H,H,H,H,H,H,A,A,-,A,A
0,8.7,13.52,32.6,0.491,3.771,H,H,H,H,H,H,-,A,A,H,H,H,H,A,A,A,A,A,H,H,A,H,-,H,B,H,H,A,A,H,H,H,B,H,H,H,B,B,H,H,A,B,B,H,H,A,B,B,B,B,B,B,H,A,A,B,A,-,H,A,A,A,H,H,H,H,H,A,H,H,-,H,A,A,A,A,A,B,B,B,H,A,A,A,H,H,H,H,B,B,H,H,H,H,H,B,B,B,B,H
0,11.8,17.23,32.4,0.483,3.329,H,A,A,H,H,H,B,H,B,B,B,B,B,A,A,A,A,A,H,H,H,B,-,B,B,-,A,A,H,A,H,H,H,A,H,B,B,B,H,H,A,H,H,H,B,H,B,B,B,B,B,B,B,A,A,H,H,-,H,H,H,H,H,H,H,H,A,-,A,A,-,B,H,H,H,H,B,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,B,B,B
0,14.4,22.58,45.3,0.481,3.704,H,H,A,H,H,B,B,A,A,A,H,H,B,B,B,B,B,H,H,H,B,B,-,H,A,B,B,H,H,A,H,A,A,A,H,H,H,A,A,H,B,B,B,B,H,A,A,A,A,A,A,A,H,H,H,H,H,-,H,H,H,H,A,A,A,A,H,H,H,H,-,H,A,A,A,A,A,B,B,B,B,H,A,A,A,H,H,H,H,H,B,B,H,B,B,B,B,B,B,B
1,9.5,19.51,37.7,0.526,3.827,H,H,H,H,B,B,B,H,H,H,H,H,H,A,A,H,H,H,H,H,B,B,-,B,B,-,B,B,B,H,H,H,B,B,B,H,B,B,B,H,H,H,H,H,H,A,H,H,H,H,H,H,H,B,B,H,B,-,H,H,A,A,H,H,H,H,H,-,H,H,-,B,H,A,A,A,A,B,B,B,A,H,H,H,H,B,B,H,H,A,H,H,H,H,H,B,B,B,B,B
1,6.2,18.14,41.6,0.475,3.8,A,-,H,H,H,A,B,-,H,B,-,B,H,B,B,B,H,H,H,-,H,A,A,B,B,A,-,H,H,A,-,H,H,A,A,B,B,B,B,-,H,-,A,-,H,H,H,H,H,B,-,B,B,B,B,H,-,H,A,A,A,-,H,B,-,B,H,-,-,B,B,B,-,A,A,A,A,H,H,H,H,-,H,H,-,A,H,H,H,H,H,H,H,H,B,H,H,B,-,B
0,15.4,15.83,34,0.467,3.865,A,A,A,A,H,H,H,-,B,B,-,B,B,H,H,-,A,-,A,-,H,B,-,B,B,A,B,B,B,B,-,H,H,A,H,A,A,A,A,-,A,-,H,H,A,A,H,H,H,A,H,H,-,H,H,B,-,H,H,H,H,B,A,H,H,H,A,-,-,A,A,A,-,H,-,-,A,H,A,A,A,A,-,H,-,B,B,B,B,-,B,B,B,B,B,H,A,A,-,H
0,15.8,17.58,35.8,0.528,4.084,B,B,B,B,A,H,A,-,B,B,-,B,B,B,B,B,B,-,H,H,H,B,B,B,B,H,-,H,A,-,-,H,H,B,A,-,B,-,B,-,B,-,-,H,-,B,H,H,H,-,H,H,-,-,H,H,-,H,A,B,B,B,H,B,B,B,H,A,-,H,-,B,-,H,-,-,H,B,-,B,B,H,-,H,-,H,B,H,H,H,-,B,H,H,H,H,H,H,-,H
0,12.3,20.93,44,0.531,3.905,A,A,A,H,H,H,H,-,H,H,-,A,B,H,H,H,H,H,B,B,B,A,A,B,B,B,B,B,H,H,-,A,A,H,A,H,H,H,B,-,B,-,A,A,H,H,A,B,B,B,B,B,-,H,H,B,-,H,H,B,B,H,B,B,B,B,B,-,-,B,H,H,-,A,A,A,A,H,A,H,H,B,B,B,-,H,B,H,H,H,A,H,H,H,H,H,H,H,-,B
0,12.7,20.97,50,0.511,3.646,A,H,H,H,-,H,H,A,H,H,B,B,B,H,H,-,H,H,B,B,A,A,A,A,-,A,A,H,H,H,-,H,H,-,B,H,H,H,H,-,B,B,B,H,H,H,B,A,A,A,A,A,H,A,A,-,-,H,H,H,B,B,H,H,A,A,H,A,-,H,H,H,-,A,A,A,H,H,A,H,H,A,H,H,-,-,H,H,H,H,B,B,B,B,H,A,A,A,-,H
1,10.7,25.09,48.8,0.5,4.067,H,H,H,B,H,H,H,H,H,B,H,A,A,H,H,H,H,H,B,H,B,-,A,H,H,-,H,H,H,-,-,A,B,A,B,H,B,-,B,-,B,B,-,H,-,A,A,B,B,-,H,B,A,-,H,B,-,B,H,B,-,-,H,H,H,H,H,H,-,H,-,H,-,A,-,A,A,H,B,B,H,-,-,A,-,A,A,A,A,A,-,A,A,B,B,H,-,H,-,B
1,10.7,20.82,42.6,0.526,3.804,H,H,H,H,A,-,H,-,H,H,-,A,H,A,A,A,H,H,B,H,B,A,H,B,-,B,-,B,B,B,-,H,B,-,-,B,B,H,H,-,H,-,B,B,H,H,A,B,B,B,B,A,H,A,A,H,-,H,A,B,B,-,A,A,-,H,A,-,-,A,H,H,-,B,B,B,B,H,A,H,-,-,A,A,-,B,B,H,H,H,H,H,-,H,A,B,B,H,-,H
1,9.8,21.32,39.5,0.453,3.859,H,H,H,-,A,A,A,-,H,B,-,-,B,H,H,-,A,-,H,A,H,H,B,B,-,H,-,-,H,A,-,H,B,A,B,H,H,H,B,-,-,B,B,-,H,H,-,H,H,H,-,H,H,B,B,B,-,H,-,A,H,H,A,A,-,A,A,-,-,H,A,H,-,A,A,B,B,H,-,A,-,-,B,H,-,-,A,H,H,H,A,A,A,A,A,B,B,B,-,B
1,12.7,19.77,43.9,0.504,3.868,A,-,A,A,H,A,H,H,A,A,-,H,H,B,B,H,H,-,B,B,A,B,B,B,-,H,-,H,H,A,-,A,A,A,A,H,A,A,A,-,A,H,A,-,H,A,B,A,A,A,-,H,H,H,H,H,-,H,A,A,A,A,A,H,-,H,A,-,-,H,H,H,-,B,-,B,B,A,-,A,A,A,-,A,-,-,H,H,B,B,B,H,H,H,H,H,A,A,-,H
0,8.8,15.87,34.1,0.485,3.705,H,H,H,A,A,-,A,-,H,A,-,H,B,H,H,H,H,-,H,B,B,H,H,H,H,H,-,H,A,A,-,H,B,A,H,H,H,A,A,-,A,H,H,-,H,H,-,B,B,H,-,H,A,B,B,H,-,A,A,A,A,A,H,B,-,B,H,B,-,H,H,H,-,A,-,A,H,A,H,A,H,A,-,A,-,B,B,B,H,B,H,H,H,H,H,H,B,B,-,B
0,6.9,14.61,29.6,0.478,3.884,A,H,H,H,A,A,A,-,H,H,A,H,H,B,B,B,H,H,-,B,H,B,H,H,-,-,B,B,B,H,-,A,A,-,A,H,H,H,H,-,A,A,A,A,A,H,H,H,H,H,H,A,A,A,A,H,-,A,A,A,A,-,H,H,H,H,H,A,-,H,H,H,-,B,B,B,A,A,-,A,H,-,H,H,-,H,H,H,H,H,B,B,H,H,H,H,H,H,-,A
0,5,10.99,24.6,0.472,3.625,H,H,H,A,A,A,A,H,H,H,A,H,A,B,B,B,B,H,H,H,H,B,B,H,H,A,H,H,H,A,-,A,A,A,H,-,A,A,A,-,A,H,H,-,H,B,H,H,H,B,B,B,H,B,B,B,-,A,A,H,B,B,H,B,B,B,H,A,-,H,H,B,-,B,B,B,H,H,A,A,A,H,H,H,-,H,H,H,H,B,H,H,A,A,H,H,H,H,-,H
0,14.2,20.05,44.6,0.459,3.712,H,A,A,A,A,A,H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,A,H,B,B,A,H,B,B,B,-,A,H,B,H,B,B,B,H,-,A,H,H,B,B,B,H,H,H,H,H,H,H,A,H,H,-,B,B,B,H,H,B,B,B,B,B,B,-,H,A,A,-,H,H,H,H,H,B,B,B,H,H,H,-,H,H,A,A,-,A,A,A,A,A,A,H,H,-,B
0,8.5,12.01,32,0.527,3.384,H,H,B,B,B,B,B,H,H,H,-,B,H,H,H,B,B,B,H,B,B,H,H,H,A,-,B,B,H,H,-,H,B,A,B,H,H,H,H,-,H,B,B,B,B,H,B,A,B,B,B,H,H,A,A,H,-,H,A,A,H,B,A,A,A,A,A,-,-,H,H,H,-,A,A,A,A,H,A,A,A,B,B,B,-,H,H,H,H,H,A,A,A,A,A,H,H,H,-,H
0,10.8,16.15,33.8,0.485,3.939,H,H,H,H,A,A,A,B,B,H,-,A,A,H,H,H,H,-,H,H,H,A,A,H,A,H,-,H,H,H,-,H,B,-,H,A,H,B,A,-,H,H,H,H,B,H,H,H,H,H,-,H,H,A,A,A,-,A,A,H,H,A,A,A,-,-,A,A,-,-,B,B,-,-,B,B,B,H,B,H,H,H,H,-,-,H,A,H,-,-,A,A,A,A,H,H,H,H,-,A
1,8.2,22.49,45,0.47,3.938,A,A,A,H,H,H,H,B,B,B,-,B,H,H,B,B,B,B,B,B,H,A,H,H,H,-,H,A,A,A,-,A,H,B,A,A,A,H,-,-,H,A,A,A,A,-,H,-,H,A,A,A,B,A,A,B,-,B,H,-,H,H,B,-,H,H,H,H,-,-,H,H,-,-,B,B,B,A,A,H,-,H,H,-,-,H,A,A,A,-,B,B,B,B,H,H,H,B,-,B
1,6.1,18.1,37.3,0.461,3.607,B,B,H,H,A,A,H,H,H,A,-,H,H,H,H,H,H,-,H,B,B,H,H,H,H,-,-,H,H,H,-,H,B,H,H,-,H,H,A,-,A,H,H,H,H,A,B,B,B,B,B,B,B,B,B,B,-,H,B,B,B,B,H,H,H,H,H,A,-,B,B,B,-,H,H,A,A,A,H,H,-,A,A,A,-,H,H,H,H,H,B,B,B,B,B,A,A,A,-,A
1,5.3,20.46,43.2,0.463,3.647,H,-,-,H,H,-,H,B,B,H,H,H,B,H,H,H,H,H,H,H,A,A,A,A,A,H,A,A,A,A,-,A,H,-,A,-,H,H,-,-,B,A,A,A,A,H,A,A,A,A,-,B,H,H,-,B,-,H,H,H,-,B,A,A,A,A,A,B,-,B,B,B,-,A,A,H,H,A,H,H,A,B,B,B,-,A,A,H,H,H,H,H,A,H,H,B,-,B,-,B
0,13.7,16.52,32.7,0.547,3.844,A,A,A,-,-,A,A,H,H,H,H,H,-,B,-,H,B,B,-,B,-,B,-,-,H,A,H,H,H,-,-,A,-,-,H,-,H,-,-,-,A,H,-,H,-,H,H,H,-,-,H,H,H,-,-,-,-,A,A,H,-,-,B,H,H,H,B,-,-,B,-,H,-,H,B,B,B,H,-,-,B,-,-,H,-,H,B,H,H,B,-,A,A,A,-,-,-,-,-,B
0,10.4,20.79,45.6,0.482,3.534,B,B,-,-,B,A,H,-,H,B,B,B,B,A,A,A,-,A,A,A,-,H,A,-,H,H,H,-,A,A,-,A,H,A,A,-,A,A,A,-,H,A,A,A,A,H,-,H,-,H,H,-,H,B,B,-,-,B,H,H,A,-,H,H,H,H,H,-,-,H,H,H,-,H,H,A,H,B,B,B,B,A,A,A,-,H,-,-,H,-,H,A,H,H,-,H,H,H,-,A
0,11.5,21.36,47.3,0.525,3.603,B,B,B,-,B,-,H,-,A,H,A,H,B,A,A,A,A,-,A,H,-,B,-,-,-,A,-,-,A,A,-,A,A,A,H,-,B,-,H,-,H,H,B,B,B,B,B,H,-,H,-,-,H,H,H,B,-,A,A,B,B,-,H,H,-,H,H,-,-,A,A,H,-,H,H,A,A,A,A,A,H,B,H,H,-,A,H,H,H,-,A,H,H,H,H,A,A,B,-,B
1,23.1,26.51,50.2,0.499,3.686,H,H,H,H,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,B,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H,H,H,H,B,-,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
1,4.9,28.41,53.4,0.474,3.739,B,B,B,B,B,H,-,H,H,B,B,B,B,A,A,A,A,A,A,A,-,H,-,H,H,H,H,A,A,A,H,H,H,A,B,A,A,A,H,H,H,A,A,A,A,A,H,H,H,H,H,A,H,B,B,B,A,-,B,H,A,H,H,H,H,H,-,H,B,H,-,H,H,H,H,H,H,B,B,B,H,A,A,A,A,H,H,H,H,H,H,A,H,H,H,H,H,H,H,A
1,9.5,24.76,47,0.51,3.811,B,B,B,B,B,B,H,A,A,H,H,-,B,A,A,A,A,H,H,H,-,B,-,B,B,A,A,A,A,A,A,-,A,A,-,B,B,H,H,H,H,H,H,B,B,-,B,-,H,H,H,H,H,H,H,B,H,-,H,B,B,H,H,H,H,H,-,A,A,A,-,H,H,H,-,A,A,A,A,-,A,B,H,H,H,A,H,H,H,H,A,H,H,H,H,A,A,B,B,-
